GUID,GEOGID,GEOGDESC,Reference Geography,LEA_GUID,LEA,LEA_ID,LEA_OFFICIAL,LA_GUID,LOCAL_AUTHORITY,LA_CODE,COUNTY,CONTAE,PROVINCE,NUTS3,NUTS3_NAME,NUTS2,NUTS2_NAME,NUTS1,NUTS1_NAME,Population
2ae19629-3f26-13a3-e055-000000000001,13190402,ATHLONE,CSO LEA-2022,2ae19629-3f26-13a3-e055-000000000001,ATHLONE,13190402,Y,2ae19629-1497-13a3-e055-000000000001,ROSCOMMON COUNTY COUNCIL,RN,ROSCOMMON,Ros Comáin,Connacht,IE042,West,IE04,Northern and Western,IE0,Ireland,21130
2ae19629-3f6a-13a3-e055-000000000001,1360422,GALWAY CITY EAST,CSO LEA-2022,2ae19629-3f6a-13a3-e055-000000000001,GALWAY CITY EAST,1360422,Y,2ae19629-1435-13a3-e055-000000000001,GALWAY CITY COUNCIL,GC,GALWAY,Gaillimh,Connacht,IE042,West,IE04,Northern and Western,IE0,Ireland,28091
2ae19629-3ef4-13a3-e055-000012000001,1340414,CORK CITY SOUTH WEST,CSO LEA-2022,2ae19629-3ef4-13a3-e055-000012000001,CORK CITY SOUTH WEST,1340414,Y,2ae19629-1434-13a3-e055-000000000001,CORK CITY COUNCIL,CC,CORK,Corcaigh,Munster,IE053,South-West,IE05,Southern,IE0,Ireland,51063
2ae19629-3f5c-13a3-e055-000000000001,13260426,NORTH INNER CITY,CSO LEA-2022,2ae19629-3f5c-13a3-e055-000000000001,NORTH INNER CITY,13260426,Y,2ae19629-1433-13a3-e055-000000000001,DUBLIN CITY COUNCIL,DC,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,74708
3a625b75-d7a9-467e-be55-18381818d65b,13260403,CASTLEKNOCK,CSO LEA-2022,3a625b75-d7a9-467e-be55-18381818d65b,CASTLEKNOCK,13260403,N,2ae19629-14a0-13a3-e055-000000000001,FINGAL COUNTY COUNCIL,FL,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,47149
2ae19629-3efc-13a3-e055-000000000001,13260405,STILLORGAN,CSO LEA-2022,2ae19629-3efc-13a3-e055-000000000001,STILLORGAN,13260405,Y,2ae19629-149f-13a3-e055-000000000001,DUN LAOGHAIRE-RATHDOWN COUNTY COUNCIL,DR,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,33196
2ae19629-3f35-13a3-e055-000000000001,13220422,WATERFORD CITY EAST,CSO LEA-2022,2ae19629-3f35-13a3-e055-000000000001,WATERFORD CITY EAST,13220422,Y,2ae19629-149a-13a3-e055-000000000001,WATERFORD CITY AND COUNTY COUNCIL,WD,WATERFORD,Port Láirge,Munster,IE052,South-East,IE05,Southern,IE0,Ireland,24397
2ae19629-3ef4-13a3-e055-997550000001,13140404,DROGHEDA URBAN,CSO LEA-2022,2ae19629-3ef4-13a3-e055-997550000001,DROGHEDA URBAN,13140404,Y,2ae19629-1491-13a3-e055-000000000001,LOUTH COUNTY COUNCIL,LH,LOUTH,Lú,Leinster,IE062,Mid-East,IE06,Eastern and Midland,IE0,Ireland,28537
2ae19629-3ef6-13a3-e055-000000000001,13250404,ARKLOW,CSO LEA-2022,2ae19629-3ef6-13a3-e055-000000000001,ARKLOW,13250404,Y,2ae19629-149e-13a3-e055-000000000001,WICKLOW COUNTY COUNCIL,WW,WICKLOW,Cill Mhantáin,Leinster,IE062,Mid-East,IE06,Eastern and Midland,IE0,Ireland,27866
2ae19629-3f42-13a3-e055-000000000001,1340407,SKIBBEREEN-WEST CORK,CSO LEA-2022,2ae19629-3f42-13a3-e055-000000000001,SKIBBEREEN-WEST CORK,1340407,Y,2ae19629-14a3-13a3-e055-000000000001,CORK COUNTY COUNCIL,CK,CORK,Corcaigh,Munster,IE053,South-West,IE05,Southern,IE0,Ireland,32971
2ae19629-3f08-13a3-e055-000000000001,13120401,ADARE-RATHKEALE,CSO LEA-2022,2ae19629-3f08-13a3-e055-000000000001,ADARE-RATHKEALE,13120401,Y,2ae19629-148f-13a3-e055-000000000001,LIMERICK CITY AND COUNTY COUNCIL,LK,LIMERICK,Luimneach,Munster,IE051,Mid-West,IE05,Southern,IE0,Ireland,29311
2ae19629-3f5d-13a3-e055-000000000001,13260427,CLONTARF,CSO LEA-2022,2ae19629-3f5d-13a3-e055-000000000001,CLONTARF,13260427,Y,2ae19629-1433-13a3-e055-000000000001,DUBLIN CITY COUNCIL,DC,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,56957
2ae19629-3f37-13a3-e055-000000000001,13230401,MOATE,CSO LEA-2022,2ae19629-3f37-13a3-e055-000000000001,MOATE,13230401,Y,2ae19629-149b-13a3-e055-000000000001,WESTMEATH COUNTY COUNCIL,WH,WESTMEATH,An Iarmhí,Leinster,IE063,Midlands,IE06,Eastern and Midland,IE0,Ireland,20385
2ae19629-3ef4-13a3-e055-000000044001,1330404,KILRUSH,CSO LEA-2022,2ae19629-3ef4-13a3-e055-000000044001,KILRUSH,1330404,Y,2ae19629-14a2-13a3-e055-000000000001,CLARE COUNTY COUNCIL,CE,CLARE,An Clár,Munster,IE051,Mid-West,IE05,Southern,IE0,Ireland,22289
2ae19629-3f0a-13a3-e055-000000000001,13120420,LIMERICK CITY WEST,CSO LEA-2022,2ae19629-3f0a-13a3-e055-000000000001,LIMERICK CITY WEST,13120420,Y,2ae19629-148f-13a3-e055-000000000001,LIMERICK CITY AND COUNTY COUNCIL,LK,LIMERICK,Luimneach,Munster,IE051,Mid-West,IE05,Southern,IE0,Ireland,38654
95e98599-40d4-4e66-941c-9800a149ea92,13260413,RATHFARNHAM-TEMPLEOGUE,CSO LEA-2022,95e98599-40d4-4e66-941c-9800a149ea92,RATHFARNHAM-TEMPLEOGUE,13260413,N,2ae19629-14a1-13a3-e055-000000000001,SOUTH DUBLIN COUNTY COUNCIL,SD,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,52805
2ae19629-3ef4-13a3-e055-777770000001,1380407,NEWBRIDGE,CSO LEA-2022,2ae19629-3ef4-13a3-e055-777770000001,NEWBRIDGE,1380407,Y,2ae19629-14a7-13a3-e055-000000000001,KILDARE COUNTY COUNCIL,KE,KILDARE,Cill Dara,Leinster,IE062,Mid-East,IE06,Eastern and Midland,IE0,Ireland,37478
2ae19629-3f58-13a3-e055-000000000001,13260422,BALLYFERMOT-DRIMNAGH,CSO LEA-2022,2ae19629-3f58-13a3-e055-000000000001,BALLYFERMOT-DRIMNAGH,13260422,Y,2ae19629-1433-13a3-e055-000000000001,DUBLIN CITY COUNCIL,DC,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,48563
2ae19629-3ef4-13a3-e055-000005400001,13210407,CAHIR,CSO LEA-2022,2ae19629-3ef4-13a3-e055-000005400001,CAHIR,13210407,Y,2ae19629-1499-13a3-e055-000000000001,TIPPERARY COUNTY COUNCIL,TY,TIPPERARY,Tiobraid Árann,Munster,IE051,Mid-West,IE05,Southern,IE0,Ireland,15387
2ae19629-3f12-13a3-e055-000000000001,13140402,ARDEE,CSO LEA-2022,2ae19629-3f12-13a3-e055-000000000001,ARDEE,13140402,Y,2ae19629-1491-13a3-e055-000000000001,LOUTH COUNTY COUNCIL,LH,LOUTH,Lú,Leinster,IE062,Mid-East,IE06,Eastern and Midland,IE0,Ireland,27034
d65ef6e7-75e6-49d9-bda9-d4690e8f68dc,13260408,KILLINEY-SHANKILL,CSO LEA-2022,d65ef6e7-75e6-49d9-bda9-d4690e8f68dc,KILLINEY-SHANKILL,13260408,N,2ae19629-149f-13a3-e055-000000000001,DUN LAOGHAIRE-RATHDOWN COUNTY COUNCIL,DR,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,39352
2ae19629-3f29-13a3-e055-000000000001,1320400,CAVAN-BELTURBET,CSO LEA-2022,2ae19629-3f29-13a3-e055-000000000001,CAVAN-BELTURBET,1320400,Y,2ae19629-149d-13a3-e055-000000000001,CAVAN COUNTY COUNCIL,CN,CAVAN,An Cabhán,Ulster,IE041,Border,IE04,Northern and Western,IE0,Ireland,27515
72e71ecb-c6e3-47ee-a0de-ccbb51d918c5,13260407,GLENCULLEN-SANDYFORD,CSO LEA-2022,72e71ecb-c6e3-47ee-a0de-ccbb51d918c5,GLENCULLEN-SANDYFORD,13260407,N,2ae19629-149f-13a3-e055-000000000001,DUN LAOGHAIRE-RATHDOWN COUNTY COUNCIL,DR,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,48568
2ae19629-3f0f-13a3-e055-000000000001,13130402,LONGFORD,CSO LEA-2022,2ae19629-3f0f-13a3-e055-000000000001,LONGFORD,13130402,Y,2ae19629-1490-13a3-e055-000000000001,LONGFORD COUNTY COUNCIL,LD,LONGFORD,An Longfort,Leinster,IE063,Midlands,IE06,Eastern and Midland,IE0,Ireland,17329
2ae19629-3ef4-13a3-e055-900000000111,13230403,MULLINGAR,CSO LEA-2022,2ae19629-3ef4-13a3-e055-900000000111,MULLINGAR,13230403,Y,2ae19629-149b-13a3-e055-000000000001,WESTMEATH COUNTY COUNCIL,WH,WESTMEATH,An Iarmhí,Leinster,IE063,Midlands,IE06,Eastern and Midland,IE0,Ireland,28160
2ae19629-3f2b-13a3-e055-000000000001,1320402,BALLYJAMESDUFF,CSO LEA-2022,2ae19629-3f2b-13a3-e055-000000000001,BALLYJAMESDUFF,1320402,Y,2ae19629-149d-13a3-e055-000000000001,CAVAN COUNTY COUNCIL,CN,CAVAN,An Cabhán,Ulster,IE041,Border,IE04,Northern and Western,IE0,Ireland,27980
4da0bce9-d4bd-47ec-bdd9-506dbfc65774,13140400,DUNDALK-CARLINGFORD,CSO LEA-2022,4da0bce9-d4bd-47ec-bdd9-506dbfc65774,DUNDALK-CARLINGFORD,13140400,N,2ae19629-1491-13a3-e055-000000000001,LOUTH COUNTY COUNCIL,LH,LOUTH,Lú,Leinster,IE062,Mid-East,IE06,Eastern and Midland,IE0,Ireland,26092
2ae19629-3f4c-13a3-e055-000000000001,1360404,ATHENRY-ORANMORE,CSO LEA-2022,2ae19629-3f4c-13a3-e055-000000000001,ATHENRY-ORANMORE,1360404,Y,2ae19629-14a5-13a3-e055-000000000001,GALWAY COUNTY COUNCIL,GY,GALWAY,Gaillimh,Connacht,IE042,West,IE04,Northern and Western,IE0,Ireland,35105
8fd7b64e-066f-4e6a-8564-5f59913eed0f,13260430,SOUTH WEST INNER CITY,CSO LEA-2022,8fd7b64e-066f-4e6a-8564-5f59913eed0f,SOUTH WEST INNER CITY,13260430,N,2ae19629-1433-13a3-e055-000000000001,DUBLIN CITY COUNCIL,DC,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,44853
2ae19629-3ef4-13a3-e055-999440000001,1340411,CORK CITY NORTH EAST,CSO LEA-2022,2ae19629-3ef4-13a3-e055-999440000001,CORK CITY NORTH EAST,1340411,Y,2ae19629-1434-13a3-e055-000000000001,CORK CITY COUNCIL,CC,CORK,Corcaigh,Munster,IE053,South-West,IE05,Southern,IE0,Ireland,44235
2ae19629-3f3a-13a3-e055-000000000001,13240401,KILMUCKRIDGE,CSO LEA-2022,2ae19629-3f3a-13a3-e055-000000000001,KILMUCKRIDGE,13240401,Y,2ae19629-149c-13a3-e055-000000000001,WEXFORD COUNTY COUNCIL,WX,WEXFORD,Loch Garman,Leinster,IE052,South-East,IE05,Southern,IE0,Ireland,18399
2ae19629-3f53-13a3-e055-000000000001,13260414,FIRHOUSE-BOHERNABREENA,CSO LEA-2022,2ae19629-3f53-13a3-e055-000000000001,FIRHOUSE-BOHERNABREENA,13260414,Y,2ae19629-14a1-13a3-e055-000000000001,SOUTH DUBLIN COUNTY COUNCIL,SD,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,37643
2ae19629-3f72-13a3-e055-000000000001,1380403,ATHY,CSO LEA-2022,2ae19629-3f72-13a3-e055-000000000001,ATHY,1380403,Y,2ae19629-14a7-13a3-e055-000000000001,KILDARE COUNTY COUNCIL,KE,KILDARE,Cill Dara,Leinster,IE062,Mid-East,IE06,Eastern and Midland,IE0,Ireland,28641
11110837-4c13-4ee9-be5c-57ddf0778774,13240404,WEXFORD,CSO LEA-2022,11110837-4c13-4ee9-be5c-57ddf0778774,WEXFORD,13240404,N,2ae19629-149c-13a3-e055-000000000001,WEXFORD COUNTY COUNCIL,WX,WEXFORD,Loch Garman,Leinster,IE052,South-East,IE05,Southern,IE0,Ireland,31547
2ae19629-3f0e-13a3-e055-000000000001,13130401,BALLYMAHON,CSO LEA-2022,2ae19629-3f0e-13a3-e055-000000000001,BALLYMAHON,13130401,Y,2ae19629-1490-13a3-e055-000000000001,LONGFORD COUNTY COUNCIL,LD,LONGFORD,An Longfort,Leinster,IE063,Midlands,IE06,Eastern and Midland,IE0,Ireland,17922
2ae19629-3f05-13a3-e055-000000000001,13110401,BALLINAMORE,CSO LEA-2022,2ae19629-3f05-13a3-e055-000000000001,BALLINAMORE,13110401,Y,2ae19629-148e-13a3-e055-000000000001,LEITRIM COUNTY COUNCIL,LM,LEITRIM,Liatroim,Connacht,IE041,Border,IE04,Northern and Western,IE0,Ireland,10879
2ae19629-3f2f-13a3-e055-000000000001,13210403,CLONMEL,CSO LEA-2022,2ae19629-3f2f-13a3-e055-000000000001,CLONMEL,13210403,Y,2ae19629-1499-13a3-e055-000000000001,TIPPERARY COUNTY COUNCIL,TY,TIPPERARY,Tiobraid Árann,Munster,IE051,Mid-West,IE05,Southern,IE0,Ireland,25003
2ae19629-3f2a-13a3-e055-000000000001,1320401,BAILIEBOROUGH-COOTEHILL,CSO LEA-2022,2ae19629-3f2a-13a3-e055-000000000001,BAILIEBOROUGH-COOTEHILL,1320401,Y,2ae19629-149d-13a3-e055-000000000001,CAVAN COUNTY COUNCIL,CN,CAVAN,An Cabhán,Ulster,IE041,Border,IE04,Northern and Western,IE0,Ireland,26209
2ae19629-3f65-13a3-e055-000000000001,1340402,MIDLETON,CSO LEA-2022,2ae19629-3f65-13a3-e055-000000000001,MIDLETON,1340402,Y,2ae19629-14a3-13a3-e055-000000000001,CORK COUNTY COUNCIL,CK,CORK,Corcaigh,Munster,IE053,South-West,IE05,Southern,IE0,Ireland,49539
2ae19629-3f30-13a3-e055-000000000001,13210404,CASHEL-TIPPERARY,CSO LEA-2022,2ae19629-3f30-13a3-e055-000000000001,CASHEL-TIPPERARY,13210404,Y,2ae19629-1499-13a3-e055-000000000001,TIPPERARY COUNTY COUNCIL,TY,TIPPERARY,Tiobraid Árann,Munster,IE051,Mid-West,IE05,Southern,IE0,Ireland,29145
2ae19629-3f63-13a3-e055-000000000001,1340400,KANTURK,CSO LEA-2022,2ae19629-3f63-13a3-e055-000000000001,KANTURK,1340400,Y,2ae19629-14a3-13a3-e055-000000000001,CORK COUNTY COUNCIL,CK,CORK,Corcaigh,Munster,IE053,South-West,IE05,Southern,IE0,Ireland,26577
2ae19629-3f2c-13a3-e055-000000000001,13210400,NENAGH,CSO LEA-2022,2ae19629-3f2c-13a3-e055-000000000001,NENAGH,13210400,Y,2ae19629-1499-13a3-e055-000000000001,TIPPERARY COUNTY COUNCIL,TY,TIPPERARY,Tiobraid Árann,Munster,IE051,Mid-West,IE05,Southern,IE0,Ireland,23354
2ae19629-3ef4-13a3-e055-000000000001,13250402,GREYSTONES,CSO LEA-2022,2ae19629-3ef4-13a3-e055-000000000001,GREYSTONES,13250402,Y,2ae19629-149e-13a3-e055-000000000001,WICKLOW COUNTY COUNCIL,WW,WICKLOW,Cill Mhantáin,Leinster,IE062,Mid-East,IE06,Eastern and Midland,IE0,Ireland,30479
afa89310-c490-44c8-aeb2-78856be08e9b,13260418,ONGAR,CSO LEA-2022,afa89310-c490-44c8-aeb2-78856be08e9b,ONGAR,13260418,N,2ae19629-14a0-13a3-e055-000000000001,FINGAL COUNTY COUNCIL,FL,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,43905
2ae19629-3f6e-13a3-e055-000000000001,1370403,KENMARE,CSO LEA-2022,2ae19629-3f6e-13a3-e055-000000000001,KENMARE,1370403,Y,2ae19629-14a6-13a3-e055-000000000001,KERRY COUNTY COUNCIL,KY,KERRY,Ciarraí,Munster,IE053,South-West,IE05,Southern,IE0,Ireland,27161
31e7c7c2-c64b-416e-8dcc-c3d78c9bc358,13260419,PALMERSTOWN-FONTHILL,CSO LEA-2022,31e7c7c2-c64b-416e-8dcc-c3d78c9bc358,PALMERSTOWN-FONTHILL,13260419,N,2ae19629-14a1-13a3-e055-000000000001,SOUTH DUBLIN COUNTY COUNCIL,SD,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,22142
2ae19629-3f36-13a3-e055-000000000001,13230400,ATHLONE,CSO LEA-2022,2ae19629-3f36-13a3-e055-000000000001,ATHLONE,13230400,Y,2ae19629-149b-13a3-e055-000000000001,WESTMEATH COUNTY COUNCIL,WH,WESTMEATH,An Iarmhí,Leinster,IE063,Midlands,IE06,Eastern and Midland,IE0,Ireland,24308
f499b78c-07d6-4e53-a140-b5463468f2c0,13260412,TALLAGHT CENTRAL,CSO LEA-2022,f499b78c-07d6-4e53-a140-b5463468f2c0,TALLAGHT CENTRAL,13260412,N,2ae19629-14a1-13a3-e055-000000000001,SOUTH DUBLIN COUNTY COUNCIL,SD,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,36178
2ae19629-3f1c-13a3-e055-000000000001,13160404,TRIM,CSO LEA-2022,2ae19629-3f1c-13a3-e055-000000000001,TRIM,13160404,Y,2ae19629-1494-13a3-e055-000000000001,MEATH COUNTY COUNCIL,MH,MEATH,An Mhí,Leinster,IE062,Mid-East,IE06,Eastern and Midland,IE0,Ireland,33455
2ae19629-3f13-13a3-e055-000000000001,13140403,DROGHEDA RURAL,CSO LEA-2022,2ae19629-3f13-13a3-e055-000000000001,DROGHEDA RURAL,13140403,Y,2ae19629-1491-13a3-e055-000000000001,LOUTH COUNTY COUNCIL,LH,LOUTH,Lú,Leinster,IE062,Mid-East,IE06,Eastern and Midland,IE0,Ireland,19845
2ae19629-3f17-13a3-e055-000000000001,13150403,BELMULLET,CSO LEA-2022,2ae19629-3f17-13a3-e055-000000000001,BELMULLET,13150403,Y,2ae19629-1493-13a3-e055-000000000001,MAYO COUNTY COUNCIL,MO,MAYO,Maigh Eo,Connacht,IE042,West,IE04,Northern and Western,IE0,Ireland,12683
2ae19629-3ef4-13a3-e055-000005200001,13260429,ARTANE-WHITEHALL,CSO LEA-2022,2ae19629-3ef4-13a3-e055-000005200001,ARTANE-WHITEHALL,13260429,Y,2ae19629-1433-13a3-e055-000000000001,DUBLIN CITY COUNCIL,DC,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,52137
347867a1-33d7-4a6d-9e5a-15b239c1bd86,13260406,DUNDRUM,CSO LEA-2022,347867a1-33d7-4a6d-9e5a-15b239c1bd86,DUNDRUM,13260406,N,2ae19629-149f-13a3-e055-000000000001,DUN LAOGHAIRE-RATHDOWN COUNTY COUNCIL,DR,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,31861
2ae19629-3f03-13a3-e055-000000000001,1310401,TULLOW,CSO LEA-2022,2ae19629-3f03-13a3-e055-000000000001,TULLOW,1310401,Y,2ae19629-1492-13a3-e055-000000000001,CARLOW COUNTY COUNCIL,CW,CARLOW,Ceatharlach,Leinster,IE052,South-East,IE05,Southern,IE0,Ireland,20225
