GUID,GEOGID,GEOGDESC,Reference Geography,LEA_GUID,LEA,LEA_ID,LEA_OFFICIAL,LA_GUID,LOCAL_AUTHORITY,LA_CODE,COUNTY,CONTAE,PROVINCE,NUTS3,NUTS3_NAME,NUTS2,NUTS2_NAME,NUTS1,NUTS1_NAME,Population
2ae19629-3ef4-13a3-e055-999990000001,1340412,CORK CITY SOUTH EAST,CSO LEA-2022,2ae19629-3ef4-13a3-e055-999990000001,CORK CITY SOUTH EAST,1340412,Y,2ae19629-1434-13a3-e055-000000000001,CORK CITY COUNCIL,CC,CORK,Corcaigh,Munster,IE053,South-West,IE05,Southern,IE0,Ireland,45400
2ae19629-3f73-13a3-e055-000000000001,1380404,KILDARE,CSO LEA-2022,2ae19629-3f73-13a3-e055-000000000001,KILDARE,1380404,Y,2ae19629-14a7-13a3-e055-000000000001,KILDARE COUNTY COUNCIL,KE,KILDARE,Cill Dara,Leinster,IE062,Mid-East,IE06,Eastern and Midland,IE0,Ireland,29759
2ae19629-3ef4-13a3-e055-774560000001,1340410,CORK CITY NORTH WEST,CSO LEA-2022,2ae19629-3ef4-13a3-e055-774560000001,CORK CITY NORTH WEST,1340410,Y,2ae19629-1434-13a3-e055-000000000001,CORK CITY COUNCIL,CC,CORK,Corcaigh,Munster,IE053,South-West,IE05,Southern,IE0,Ireland,42306
2ae19629-3f01-13a3-e055-000000000001,13100402,GRAIGUECULLEN-PORTARLINGTON,CSO LEA-2022,2ae19629-3f01-13a3-e055-000000000001,GRAIGUECULLEN-PORTARLINGTON,13100402,Y,2ae19629-148d-13a3-e055-000000000001,LAOIS COUNTY COUNCIL,LS,LAOIS,Laois,Leinster,IE063,Midlands,IE06,Eastern and Midland,IE0,Ireland,30822
2ae19629-3f1e-13a3-e055-000000000001,13170400,MONAGHAN,CSO LEA-2022,2ae19629-3f1e-13a3-e055-000000000001,MONAGHAN,13170400,Y,2ae19629-1495-13a3-e055-000000000001,MONAGHAN COUNTY COUNCIL,MN,MONAGHAN,Muineachán,Ulster,IE041,Border,IE04,Northern and Western,IE0,Ireland,23398
2ae19629-3f69-13a3-e055-000000000001,1360421,GALWAY CITY CENTRAL,CSO LEA-2022,2ae19629-3f69-13a3-e055-000000000001,GALWAY CITY CENTRAL,1360421,Y,2ae19629-1435-13a3-e055-000000000001,GALWAY CITY COUNCIL,GC,GALWAY,Gaillimh,Connacht,IE042,West,IE04,Northern and Western,IE0,Ireland,29705
2ae19629-3f6b-13a3-e055-000000000001,1370400,LISTOWEL,CSO LEA-2022,2ae19629-3f6b-13a3-e055-000000000001,LISTOWEL,1370400,Y,2ae19629-14a6-13a3-e055-000000000001,KERRY COUNTY COUNCIL,KY,KERRY,Ciarraí,Munster,IE053,South-West,IE05,Southern,IE0,Ireland,29285
2ae19629-3f6c-13a3-e055-000000000001,1370401,CASTLEISLAND,CSO LEA-2022,2ae19629-3f6c-13a3-e055-000000000001,CASTLEISLAND,1370401,Y,2ae19629-14a6-13a3-e055-000000000001,KERRY COUNTY COUNCIL,KY,KERRY,Ciarraí,Munster,IE053,South-West,IE05,Southern,IE0,Ireland,18033
2ae19629-3f48-13a3-e055-000000000001,1360400,CONAMARA NORTH,CSO LEA-2022,2ae19629-3f48-13a3-e055-000000000001,CONAMARA NORTH,1360400,Y,2ae19629-14a5-13a3-e055-000000000001,GALWAY COUNTY COUNCIL,GY,GALWAY,Gaillimh,Connacht,IE042,West,IE04,Northern and Western,IE0,Ireland,18053
2ae19629-3f5f-13a3-e055-000000000001,1330400,ENNISTIMON,CSO LEA-2022,2ae19629-3f5f-13a3-e055-000000000001,ENNISTIMON,1330400,Y,2ae19629-14a2-13a3-e055-000000000001,CLARE COUNTY COUNCIL,CE,CLARE,An Clár,Munster,IE051,Mid-West,IE05,Southern,IE0,Ireland,18052
2ae19629-3f5e-13a3-e055-000000000001,13260428,DONAGHMEDE,CSO LEA-2022,2ae19629-3f5e-13a3-e055-000000000001,DONAGHMEDE,13260428,Y,2ae19629-1433-13a3-e055-000000000001,DUBLIN CITY COUNCIL,DC,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,47080
2ae19629-3f22-13a3-e055-000000000001,13180401,TULLAMORE,CSO LEA-2022,2ae19629-3f22-13a3-e055-000000000001,TULLAMORE,13180401,Y,2ae19629-1496-13a3-e055-000000000001,OFFALY COUNTY COUNCIL,OY,OFFALY,Uíbh Fhailí,Leinster,IE063,Midlands,IE06,Eastern and Midland,IE0,Ireland,30958
dfb0e9cc-e456-4386-a73f-b61cfb7a3b08,13260415,TALLAGHT SOUTH,CSO LEA-2022,dfb0e9cc-e456-4386-a73f-b61cfb7a3b08,TALLAGHT SOUTH,13260415,N,2ae19629-14a1-13a3-e055-000000000001,SOUTH DUBLIN COUNTY COUNCIL,SD,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,43644
2ae19629-3f27-13a3-e055-000000000001,13200400,BALLYMOTE-TOBERCURRY,CSO LEA-2022,2ae19629-3f27-13a3-e055-000000000001,BALLYMOTE-TOBERCURRY,13200400,Y,2ae19629-1498-13a3-e055-000000000001,SLIGO COUNTY COUNCIL,SO,SLIGO,Sligeach,Connacht,IE041,Border,IE04,Northern and Western,IE0,Ireland,28449
e19bef46-260c-495d-89f0-3898e2708721,13260421,CABRA-GLASNEVIN,CSO LEA-2022,e19bef46-260c-495d-89f0-3898e2708721,CABRA-GLASNEVIN,13260421,N,2ae19629-1433-13a3-e055-000000000001,DUBLIN CITY COUNCIL,DC,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,63073
2ae19629-3f61-13a3-e055-000000000001,1330402,SHANNON,CSO LEA-2022,2ae19629-3f61-13a3-e055-000000000001,SHANNON,1330402,Y,2ae19629-14a2-13a3-e055-000000000001,CLARE COUNTY COUNCIL,CE,CLARE,An Clár,Munster,IE051,Mid-West,IE05,Southern,IE0,Ireland,31774
2ae19629-3f39-13a3-e055-000000000001,13240400,GOREY,CSO LEA-2022,2ae19629-3f39-13a3-e055-000000000001,GOREY,13240400,Y,2ae19629-149c-13a3-e055-000000000001,WEXFORD COUNTY COUNCIL,WX,WEXFORD,Loch Garman,Leinster,IE052,South-East,IE05,Southern,IE0,Ireland,31140
a4a6a231-170f-4ff3-be09-6d68f119c5b3,13260416,CLONDALKIN,CSO LEA-2022,a4a6a231-170f-4ff3-be09-6d68f119c5b3,CLONDALKIN,13260416,N,2ae19629-14a1-13a3-e055-000000000001,SOUTH DUBLIN COUNTY COUNCIL,SD,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,52878
2ae19629-3f67-13a3-e055-000000000001,1340404,COBH,CSO LEA-2022,2ae19629-3f67-13a3-e055-000000000001,COBH,1340404,Y,2ae19629-14a3-13a3-e055-000000000001,CORK COUNTY COUNCIL,CK,CORK,Corcaigh,Munster,IE053,South-West,IE05,Southern,IE0,Ireland,37214
2ae19629-3f45-13a3-e055-000000000001,1350402,CARNDONAGH,CSO LEA-2022,2ae19629-3f45-13a3-e055-000000000001,CARNDONAGH,1350402,Y,2ae19629-14a4-13a3-e055-000000000001,DONEGAL COUNTY COUNCIL,DL,DONEGAL,Dún na nGall,Ulster,IE041,Border,IE04,Northern and Western,IE0,Ireland,17736
2ae19629-3f49-13a3-e055-000000000001,1360401,TUAM,CSO LEA-2022,2ae19629-3f49-13a3-e055-000000000001,TUAM,1360401,Y,2ae19629-14a5-13a3-e055-000000000001,GALWAY COUNTY COUNCIL,GY,GALWAY,Gaillimh,Connacht,IE042,West,IE04,Northern and Western,IE0,Ireland,35544
2ae19629-3f07-13a3-e055-000000000001,13120400,NEWCASTLE WEST,CSO LEA-2022,2ae19629-3f07-13a3-e055-000000000001,NEWCASTLE WEST,13120400,Y,2ae19629-148f-13a3-e055-000000000001,LIMERICK CITY AND COUNTY COUNCIL,LK,LIMERICK,Luimneach,Munster,IE051,Mid-West,IE05,Southern,IE0,Ireland,29033
2ae19629-3f34-13a3-e055-000000000001,13220421,WATERFORD CITY SOUTH,CSO LEA-2022,2ae19629-3f34-13a3-e055-000000000001,WATERFORD CITY SOUTH,13220421,Y,2ae19629-149a-13a3-e055-000000000001,WATERFORD CITY AND COUNTY COUNCIL,WD,WATERFORD,Port Láirge,Munster,IE052,South-East,IE05,Southern,IE0,Ireland,26011
2ae19629-3ef4-13a3-e055-000005500001,13210406,THURLES,CSO LEA-2022,2ae19629-3ef4-13a3-e055-000005500001,THURLES,13210406,Y,2ae19629-1499-13a3-e055-000000000001,TIPPERARY COUNTY COUNCIL,TY,TIPPERARY,Tiobraid Árann,Munster,IE051,Mid-West,IE05,Southern,IE0,Ireland,19980
2ae19629-3f25-13a3-e055-000000000001,13190401,ROSCOMMON,CSO LEA-2022,2ae19629-3f25-13a3-e055-000000000001,ROSCOMMON,13190401,Y,2ae19629-1497-13a3-e055-000000000001,ROSCOMMON COUNTY COUNCIL,RN,ROSCOMMON,Ros Comáin,Connacht,IE042,West,IE04,Northern and Western,IE0,Ireland,24708
2ae19629-3f24-13a3-e055-000000000001,13190400,BOYLE,CSO LEA-2022,2ae19629-3f24-13a3-e055-000000000001,BOYLE,13190400,Y,2ae19629-1497-13a3-e055-000000000001,ROSCOMMON COUNTY COUNCIL,RN,ROSCOMMON,Ros Comáin,Connacht,IE042,West,IE04,Northern and Western,IE0,Ireland,24421
2ae19629-3f5b-13a3-e055-000000000001,13260425,SOUTH EAST INNER CITY,CSO LEA-2022,2ae19629-3f5b-13a3-e055-000000000001,SOUTH EAST INNER CITY,13260425,Y,2ae19629-1433-13a3-e055-000000000001,DUBLIN CITY COUNCIL,DC,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,43586
2ae19629-3f21-13a3-e055-000000000001,13180400,BIRR,CSO LEA-2022,2ae19629-3f21-13a3-e055-000000000001,BIRR,13180400,Y,2ae19629-1496-13a3-e055-000000000001,OFFALY COUNTY COUNCIL,OY,OFFALY,Uíbh Fhailí,Leinster,IE063,Midlands,IE06,Eastern and Midland,IE0,Ireland,27004
2ae19629-3ef5-13a3-e055-000000000001,13250403,WICKLOW,CSO LEA-2022,2ae19629-3ef5-13a3-e055-000000000001,WICKLOW,13250403,Y,2ae19629-149e-13a3-e055-000000000001,WICKLOW COUNTY COUNCIL,WW,WICKLOW,Cill Mhantáin,Leinster,IE062,Mid-East,IE06,Eastern and Midland,IE0,Ireland,32593
40aece0e-a19d-4e78-af9d-e129f5557496,13260409,DÚN LAOGHAIRE,CSO LEA-2022,40aece0e-a19d-4e78-af9d-e129f5557496,DÚN LAOGHAIRE,13260409,N,2ae19629-149f-13a3-e055-000000000001,DUN LAOGHAIRE-RATHDOWN COUNTY COUNCIL,DR,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,46603
2ae19629-3ef4-13a3-e055-444440000001,1340409,MALLOW,CSO LEA-2022,2ae19629-3ef4-13a3-e055-444440000001,MALLOW,1340409,Y,2ae19629-14a3-13a3-e055-000000000001,CORK COUNTY COUNCIL,CK,CORK,Corcaigh,Munster,IE053,South-West,IE05,Southern,IE0,Ireland,31507
2ae19629-3ef4-13a3-e055-994560000001,1360406,CONAMARA SOUTH,CSO LEA-2022,2ae19629-3ef4-13a3-e055-994560000001,CONAMARA SOUTH,1360406,Y,2ae19629-14a5-13a3-e055-000000000001,GALWAY COUNTY COUNCIL,GY,GALWAY,Gaillimh,Connacht,IE042,West,IE04,Northern and Western,IE0,Ireland,23345
2ae19629-3ef4-13a3-e055-999550000001,13240405,ENNISCORTHY,CSO LEA-2022,2ae19629-3ef4-13a3-e055-999550000001,ENNISCORTHY,13240405,Y,2ae19629-149c-13a3-e055-000000000001,WEXFORD COUNTY COUNCIL,WX,WEXFORD,Loch Garman,Leinster,IE052,South-East,IE05,Southern,IE0,Ireland,29314
2ae19629-3ef4-13a3-e055-700012002301,1350405,LETTERKENNY,CSO LEA-2022,2ae19629-3ef4-13a3-e055-700012002301,LETTERKENNY,1350405,Y,2ae19629-14a4-13a3-e055-000000000001,DONEGAL COUNTY COUNCIL,DL,DONEGAL,Dún na nGall,Ulster,IE041,Border,IE04,Northern and Western,IE0,Ireland,32266
2ae19629-3f02-13a3-e055-000000000001,1310400,CARLOW,CSO LEA-2022,2ae19629-3f02-13a3-e055-000000000001,CARLOW,1310400,Y,2ae19629-1492-13a3-e055-000000000001,CARLOW COUNTY COUNCIL,CW,CARLOW,Ceatharlach,Leinster,IE052,South-East,IE05,Southern,IE0,Ireland,25168
2ae19629-3f77-13a3-e055-000000000001,1390403,CALLAN-THOMASTOWN,CSO LEA-2022,2ae19629-3f77-13a3-e055-000000000001,CALLAN-THOMASTOWN,1390403,Y,2ae19629-14a8-13a3-e055-000000000001,KILKENNY COUNTY COUNCIL,KK,KILKENNY,Cill Chainnigh,Leinster,IE052,South-East,IE05,Southern,IE0,Ireland,26818
2ae19629-3f64-13a3-e055-000000000001,1340401,FERMOY,CSO LEA-2022,2ae19629-3f64-13a3-e055-000000000001,FERMOY,1340401,Y,2ae19629-14a3-13a3-e055-000000000001,CORK COUNTY COUNCIL,CK,CORK,Corcaigh,Munster,IE053,South-West,IE05,Southern,IE0,Ireland,38935
2ae19629-3f0b-13a3-e055-000000000001,13120421,LIMERICK CITY NORTH,CSO LEA-2022,2ae19629-3f0b-13a3-e055-000000000001,LIMERICK CITY NORTH,13120421,Y,2ae19629-148f-13a3-e055-000000000001,LIMERICK CITY AND COUNTY COUNCIL,LK,LIMERICK,Luimneach,Munster,IE051,Mid-West,IE05,Southern,IE0,Ireland,36385
07103324-0802-4bb8-a1f1-13614eb67b7c,13260401,SWORDS,CSO LEA-2022,07103324-0802-4bb8-a1f1-13614eb67b7c,SWORDS,13260401,N,2ae19629-14a0-13a3-e055-000000000001,FINGAL COUNTY COUNCIL,FL,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,48739
2ae19629-3eff-13a3-e055-000000000001,13100400,BORRIS-IN-OSSORY-MOUNTMELLICK,CSO LEA-2022,2ae19629-3eff-13a3-e055-000000000001,BORRIS-IN-OSSORY-MOUNTMELLICK,13100400,Y,2ae19629-148d-13a3-e055-000000000001,LAOIS COUNTY COUNCIL,LS,LAOIS,Laois,Leinster,IE063,Midlands,IE06,Eastern and Midland,IE0,Ireland,26452
2ae19629-3f04-13a3-e055-000000000001,13110400,MANORHAMILTON,CSO LEA-2022,2ae19629-3f04-13a3-e055-000000000001,MANORHAMILTON,13110400,Y,2ae19629-148e-13a3-e055-000000000001,LEITRIM COUNTY COUNCIL,LM,LEITRIM,Liatroim,Connacht,IE041,Border,IE04,Northern and Western,IE0,Ireland,11686
91bb1ace-9216-4f70-ac9a-a3e18397a8d6,1380401,CELBRIDGE,CSO LEA-2022,91bb1ace-9216-4f70-ac9a-a3e18397a8d6,CELBRIDGE,1380401,N,2ae19629-14a7-13a3-e055-000000000001,KILDARE COUNTY COUNCIL,KE,KILDARE,Cill Dara,Leinster,IE062,Mid-East,IE06,Eastern and Midland,IE0,Ireland,22718
2ae19629-3f44-13a3-e055-000000000001,1350401,MILFORD,CSO LEA-2022,2ae19629-3f44-13a3-e055-000000000001,MILFORD,1350401,Y,2ae19629-14a4-13a3-e055-000000000001,DONEGAL COUNTY COUNCIL,DL,DONEGAL,Dún na nGall,Ulster,IE041,Border,IE04,Northern and Western,IE0,Ireland,14525
2ae19629-3f6f-13a3-e055-000000000001,1380400,MAYNOOTH,CSO LEA-2022,2ae19629-3f6f-13a3-e055-000000000001,MAYNOOTH,1380400,Y,2ae19629-14a7-13a3-e055-000000000001,KILDARE COUNTY COUNCIL,KE,KILDARE,Cill Dara,Leinster,IE062,Mid-East,IE06,Eastern and Midland,IE0,Ireland,35202
e7c5c260-72c3-403b-b8a8-1eda714b0fec,13160403,RATOATH,CSO LEA-2022,e7c5c260-72c3-403b-b8a8-1eda714b0fec,RATOATH,13160403,N,2ae19629-1494-13a3-e055-000000000001,MEATH COUNTY COUNCIL,MH,MEATH,An Mhí,Leinster,IE062,Mid-East,IE06,Eastern and Midland,IE0,Ireland,39326
2ae19629-3ef4-13a3-e055-999110000001,13150405,SWINFORD,CSO LEA-2022,2ae19629-3ef4-13a3-e055-999110000001,SWINFORD,13150405,Y,2ae19629-1493-13a3-e055-000000000001,MAYO COUNTY COUNCIL,MO,MAYO,Maigh Eo,Connacht,IE042,West,IE04,Northern and Western,IE0,Ireland,18066
586997e6-b1be-42cc-b73d-c03f9abad412,13140401,DUNDALK SOUTH,CSO LEA-2022,586997e6-b1be-42cc-b73d-c03f9abad412,DUNDALK SOUTH,13140401,N,2ae19629-1491-13a3-e055-000000000001,LOUTH COUNTY COUNCIL,LH,LOUTH,Lú,Leinster,IE062,Mid-East,IE06,Eastern and Midland,IE0,Ireland,38195
2ae19629-3f60-13a3-e055-000000000001,1330401,KILLALOE,CSO LEA-2022,2ae19629-3f60-13a3-e055-000000000001,KILLALOE,1330401,Y,2ae19629-14a2-13a3-e055-000000000001,CLARE COUNTY COUNCIL,CE,CLARE,An Clár,Munster,IE051,Mid-West,IE05,Southern,IE0,Ireland,21871
2ae19629-3f32-13a3-e055-000000000001,13220401,PORTLAW-KILMACTHOMAS,CSO LEA-2022,2ae19629-3f32-13a3-e055-000000000001,PORTLAW-KILMACTHOMAS,13220401,Y,2ae19629-149a-13a3-e055-000000000001,WATERFORD CITY AND COUNTY COUNCIL,WD,WATERFORD,Port Láirge,Munster,IE052,South-East,IE05,Southern,IE0,Ireland,18414
2ae19629-3ef7-13a3-e055-000000000001,13260400,RUSH-LUSK,CSO LEA-2022,2ae19629-3ef7-13a3-e055-000000000001,RUSH-LUSK,13260400,Y,2ae19629-14a0-13a3-e055-000000000001,FINGAL COUNTY COUNCIL,FL,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,40255
2ae19629-3f4a-13a3-e055-000000000001,1360402,BALLINASLOE,CSO LEA-2022,2ae19629-3f4a-13a3-e055-000000000001,BALLINASLOE,1360402,Y,2ae19629-14a5-13a3-e055-000000000001,GALWAY COUNTY COUNCIL,GY,GALWAY,Gaillimh,Connacht,IE042,West,IE04,Northern and Western,IE0,Ireland,29855
2ae19629-3ef4-13a3-e055-111110000001,13150404,WESTPORT,CSO LEA-2022,2ae19629-3ef4-13a3-e055-111110000001,WESTPORT,13150404,Y,2ae19629-1493-13a3-e055-000000000001,MAYO COUNTY COUNCIL,MO,MAYO,Maigh Eo,Connacht,IE042,West,IE04,Northern and Western,IE0,Ireland,19947
2ae19629-3f47-13a3-e055-000000000001,1350404,DONEGAL,CSO LEA-2022,2ae19629-3f47-13a3-e055-000000000001,DONEGAL,1350404,Y,2ae19629-14a4-13a3-e055-000000000001,DONEGAL COUNTY COUNCIL,DL,DONEGAL,Dún na nGall,Ulster,IE041,Border,IE04,Northern and Western,IE0,Ireland,27924
2ae19629-3f16-13a3-e055-000000000001,13150402,CASTLEBAR,CSO LEA-2022,2ae19629-3f16-13a3-e055-000000000001,CASTLEBAR,13150402,Y,2ae19629-1493-13a3-e055-000000000001,MAYO COUNTY COUNCIL,MO,MAYO,Maigh Eo,Connacht,IE042,West,IE04,Northern and Western,IE0,Ireland,32080
2ae19629-3f56-13a3-e055-000000000001,13260420,BALLYMUN-FINGLAS,CSO LEA-2022,2ae19629-3f56-13a3-e055-000000000001,BALLYMUN-FINGLAS,13260420,Y,2ae19629-1433-13a3-e055-000000000001,DUBLIN CITY COUNCIL,DC,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,56305
bb88684e-1db0-4eb4-8ac0-170ecc746e9d,1380406,LEIXLIP,CSO LEA-2022,bb88684e-1db0-4eb4-8ac0-170ecc746e9d,LEIXLIP,1380406,N,2ae19629-14a7-13a3-e055-000000000001,KILDARE COUNTY COUNCIL,KE,KILDARE,Cill Dara,Leinster,IE062,Mid-East,IE06,Eastern and Midland,IE0,Ireland,16755
e5d7e4fc-3093-4c47-8c53-004e059643f7,13260402,BLANCHARDSTOWN-MULHUDDART,CSO LEA-2022,e5d7e4fc-3093-4c47-8c53-004e059643f7,BLANCHARDSTOWN-MULHUDDART,13260402,N,2ae19629-14a0-13a3-e055-000000000001,FINGAL COUNTY COUNCIL,FL,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,40022